ApplNo	ProductNo	Form	RoutsOfAdministration	DrugName	ActiveIngredient
209755	005	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
209757	001	TABLET_EXTENDED_RELEASE	ORAL	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
209758	001	TABLET_EXTENDED_RELEASE	ORAL	POTASSIUM CITRATE	POTASSIUM CITRATE
209758	002	TABLET_EXTENDED_RELEASE	ORAL	POTASSIUM CITRATE	POTASSIUM CITRATE
209758	003	TABLET_EXTENDED_RELEASE	ORAL	POTASSIUM CITRATE	POTASSIUM CITRATE
209766	001	CAPSULE_EXTENDED_RELEASE	ORAL	DILTIAZEM HYDROCHLORIDE	DILTIAZEM HYDROCHLORIDE
209767	001	CREAM	VAGINAL	ESTRADIOL	ESTRADIOL
209775	001	SOLUTION	INTRAVENOUS	CLOFARABINE	CLOFARABINE
209776	001	POWDER	INTRAVENOUS	VABOMERE	MEROPENEM; VABORBACTAM
209777	001	TABLET	ORAL	ROXYBOND	OXYCODONE HYDROCHLORIDE
209777	002	TABLET	ORAL	ROXYBOND	OXYCODONE HYDROCHLORIDE
209777	003	TABLET	ORAL	ROXYBOND	OXYCODONE HYDROCHLORIDE
209780	001	INJECTABLE	INJECTION	ARSENIC TRIOXIDE	ARSENIC TRIOXIDE
209781	001	INJECTABLE	IV_INFUSION	LEVETIRACETAM	LEVETIRACETAM
209784	001	SOLUTION	INTRAVENOUS	EPHEDRINE SULFATE	EPHEDRINE SULFATE
209786	001	SOLUTION	ORAL	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
209786	002	SOLUTION	ORAL	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
209794	001	TABLET	ORAL	METRONIDAZOLE	METRONIDAZOLE
209794	002	TABLET	ORAL	METRONIDAZOLE	METRONIDAZOLE
209795	001	TABLET	ORAL	CLOBAZAM	CLOBAZAM
209795	002	TABLET	ORAL	CLOBAZAM	CLOBAZAM
209797	001	SOLUTION_DROPS	OPHTHALMIC	BIMATOPROST	BIMATOPROST
209798	001	SOLUTION	ORAL	CALCITRIOL	CALCITRIOL
209799	001	TABLET	ORAL	DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
209799	002	TABLET	ORAL	DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
209799	003	TABLET	ORAL	DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
209799	004	TABLET	ORAL	DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
209799	005	TABLET	ORAL	DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
209799	006	TABLET	ORAL	DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
209799	007	TABLET	ORAL	DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE
209803	001	TABLET	ORAL	STEGLATRO	ERTUGLIFLOZIN
209803	002	TABLET	ORAL	STEGLATRO	ERTUGLIFLOZIN
209805	001	TABLET	ORAL	STEGLUJAN	ERTUGLIFLOZIN; SITAGLIPTIN PHOSPHATE
209805	002	TABLET	ORAL	STEGLUJAN	ERTUGLIFLOZIN; SITAGLIPTIN PHOSPHATE
209806	001	TABLET	ORAL	SEGLUROMET	ERTUGLIFLOZIN; METFORMIN HYDROCHLORIDE
209806	002	TABLET	ORAL	SEGLUROMET	ERTUGLIFLOZIN; METFORMIN HYDROCHLORIDE
209806	003	TABLET	ORAL	SEGLUROMET	ERTUGLIFLOZIN; METFORMIN HYDROCHLORIDE
209806	004	TABLET	ORAL	SEGLUROMET	ERTUGLIFLOZIN; METFORMIN HYDROCHLORIDE
209808	001	TABLET	ORAL	CLOBAZAM	CLOBAZAM
209808	002	TABLET	ORAL	CLOBAZAM	CLOBAZAM
209814	001	POWDER	IV_INFUSION	BENDAMUSTINE HYDROCHLORIDE	BENDAMUSTINE HYDROCHLORIDE
209814	002	POWDER	IV_INFUSION	BENDAMUSTINE HYDROCHLORIDE	BENDAMUSTINE HYDROCHLORIDE
209815	001	SOLUTION	TOPICAL	CLOTRIMAZOLE	CLOTRIMAZOLE
209816	001	TABLET	ORAL	NUZYRA	OMADACYCLINE TOSYLATE
209817	001	POWDER	INTRAVENOUS	NUZYRA	OMADACYCLINE TOSYLATE
209818	001	TABLET	ORAL	SOLIFENACIN SUCCINATE	SOLIFENACIN SUCCINATE
209818	002	TABLET	ORAL	SOLIFENACIN SUCCINATE	SOLIFENACIN SUCCINATE
209819	001	SOLUTION_EXTENDED_RELEASE	SUBCUTANEOUS	SUBLOCADE	BUPRENORPHINE
209819	002	SOLUTION_EXTENDED_RELEASE	SUBCUTANEOUS	SUBLOCADE	BUPRENORPHINE
209822	001	TABLET	ORAL	VIGABATRIN	VIGABATRIN
209823	001	TABLET	ORAL	OXYBUTYNIN CHLORIDE	OXYBUTYNIN CHLORIDE
209824	001	FOR_SOLUTION	ORAL	VIGABATRIN	VIGABATRIN
209825	001	INJECTABLE	INJECTION	DOXORUBICIN HYDROCHLORIDE	DOXORUBICIN HYDROCHLORIDE
209826	001	INJECTABLE	INJECTION	MELPHALAN HYDROCHLORIDE	MELPHALAN HYDROCHLORIDE
209828	001	OINTMENT	TOPICAL	TRIAMCINOLONE ACETATE	TRIAMCINOLONE ACETONIDE
209828	002	OINTMENT	TOPICAL	TRIAMCINOLONE ACETATE	TRIAMCINOLONE ACETONIDE
209828	003	OINTMENT	TOPICAL	TRIAMCINOLONE ACETATE	TRIAMCINOLONE ACETONIDE
209830	001	SUSPENSION_EXTENDED_RELEASE	INTRAMUSCULAR	ARISTADA INITIO KIT	ARIPIPRAZOLE LAUROXIL
209832	001	INJECTABLE	INJECTION	SODIUM NITROPRUSSIDE	SODIUM NITROPRUSSIDE
209834	001	INJECTABLE	INJECTION	SODIUM NITROPRUSSIDE	SODIUM NITROPRUSSIDE
209837	001	TABLET	ORAL	LOPERAMIDE HYDROCHLORIDE AND SIMETHICONE	LOPERAMIDE HYDROCHLORIDE; SIMETHICONE
209838	001	TABLET	ORAL	EZETIMIBE	EZETIMIBE
209839	001	TABLET	ORAL	SOLIFENACIN SUCCINATE	SOLIFENACIN SUCCINATE
209839	002	TABLET	ORAL	SOLIFENACIN SUCCINATE	SOLIFENACIN SUCCINATE
209844	001	TABLET	ORAL	LYMEPAK	DOXYCYCLINE HYCLATE
209845	001	TABLET	ORAL	APIXABAN	APIXABAN
209845	002	TABLET	ORAL	APIXABAN	APIXABAN
209846	001	SOLUTION	TOPICAL	CLINDAMYCIN PHOSPHATE	CLINDAMYCIN PHOSPHATE
209852	001	INJECTABLE	INJECTION	TRIAMCINOLONE ACETONIDE	TRIAMCINOLONE ACETONIDE
209859	001	CAPSULE	ORAL	RANITIDINE HYDROCHLORIDE	RANITIDINE HYDROCHLORIDE
209859	002	CAPSULE	ORAL	RANITIDINE HYDROCHLORIDE	RANITIDINE HYDROCHLORIDE
209861	001	CAPSULE	ORAL	BEXAROTENE	BEXAROTENE
209862	001	SOLUTION	INTRAMUSCULAR_SUBCUTANEOUS	EVZIO (AUTOINJECTOR)	NALOXONE HYDROCHLORIDE
209863	001	SOLUTION	SUBCUTANEOUS	XYOSTED (AUTOINJECTOR)	TESTOSTERONE ENANTHATE
209863	002	SOLUTION	SUBCUTANEOUS	XYOSTED (AUTOINJECTOR)	TESTOSTERONE ENANTHATE
209863	003	SOLUTION	SUBCUTANEOUS	XYOSTED (AUTOINJECTOR)	TESTOSTERONE ENANTHATE
209864	001	INJECTABLE	INJECTION	EPTIFIBATIDE	EPTIFIBATIDE
209864	002	INJECTABLE	INJECTION	EPTIFIBATIDE	EPTIFIBATIDE
209866	001	TABLET	ORAL	PINDOLOL	PINDOLOL
209866	002	TABLET	ORAL	PINDOLOL	PINDOLOL
209869	001	TABLET	ORAL	PRAVASTATIN SODIUM	PRAVASTATIN SODIUM
209869	002	TABLET	ORAL	PRAVASTATIN SODIUM	PRAVASTATIN SODIUM
209869	003	TABLET	ORAL	PRAVASTATIN SODIUM	PRAVASTATIN SODIUM
209869	004	TABLET	ORAL	PRAVASTATIN SODIUM	PRAVASTATIN SODIUM
209871	001	SHAMPOO	TOPICAL	CLOBETASOL PROPIONATE	CLOBETASOL PROPIONATE
209872	001	CAPSULE	ORAL	CYCLOPHOSPHAMIDE	CYCLOPHOSPHAMIDE
209872	002	CAPSULE	ORAL	CYCLOPHOSPHAMIDE	CYCLOPHOSPHAMIDE
209873	001	INJECTABLE	INJECTION	ARSENIC TRIOXIDE	ARSENIC TRIOXIDE
209875	001	TABLET	ORAL	NIKITA	PITAVASTATIN SODIUM
209875	002	TABLET	ORAL	NIKITA	PITAVASTATIN SODIUM
209875	003	TABLET	ORAL	NIKITA	PITAVASTATIN SODIUM
209877	001	TABLET	ORAL	PERAMPANEL	PERAMPANEL
209877	002	TABLET	ORAL	PERAMPANEL	PERAMPANEL
209877	003	TABLET	ORAL	PERAMPANEL	PERAMPANEL
209877	004	TABLET	ORAL	PERAMPANEL	PERAMPANEL
209877	005	TABLET	ORAL	PERAMPANEL	PERAMPANEL
209877	006	TABLET	ORAL	PERAMPANEL	PERAMPANEL
209882	001	TABLET	ORAL	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE
209882	002	TABLET	ORAL	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE
209882	003	TABLET	ORAL	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE
209884	001	TABLET	ORAL	MAYZENT	SIPONIMOD FUMARIC ACID
209884	002	TABLET	ORAL	MAYZENT	SIPONIMOD FUMARIC ACID
209885	001	TABLET	ORAL	AUSTEDO	DEUTETRABENAZINE
209885	002	TABLET	ORAL	AUSTEDO	DEUTETRABENAZINE
209885	003	TABLET	ORAL	AUSTEDO	DEUTETRABENAZINE
209886	001	CAPSULE	ORAL	BEXAROTENE	BEXAROTENE
209888	001	TABLET	ORAL	ETODOLAC	ETODOLAC
209888	002	TABLET	ORAL	ETODOLAC	ETODOLAC
209896	001	LOTION	TOPICAL	BETAMETHASONE DIPROPIONATE	BETAMETHASONE DIPROPIONATE
209897	001	SOLUTION	ORAL	OXYCODONE HYDROCHLORIDE	OXYCODONE HYDROCHLORIDE
209900	001	INJECTABLE	INJECTION	KETOROLAC TROMETHAMINE	KETOROLAC TROMETHAMINE
209900	002	INJECTABLE	INJECTION	KETOROLAC TROMETHAMINE	KETOROLAC TROMETHAMINE
209903	001	GEL	TOPICAL	DICLOFENAC SODIUM	DICLOFENAC SODIUM
209905	001	TABLET_ORALLY_DISINTEGRATING	ORAL	EVEKEO ODT	AMPHETAMINE SULFATE
209905	002	TABLET_ORALLY_DISINTEGRATING	ORAL	EVEKEO ODT	AMPHETAMINE SULFATE
209905	003	TABLET_ORALLY_DISINTEGRATING	ORAL	EVEKEO ODT	AMPHETAMINE SULFATE
209905	004	TABLET_ORALLY_DISINTEGRATING	ORAL	EVEKEO ODT	AMPHETAMINE SULFATE
209907	001	TABLET	ORAL	TADALAFIL	TADALAFIL
209908	001	TABLET	ORAL	TADALAFIL	TADALAFIL
209908	002	TABLET	ORAL	TADALAFIL	TADALAFIL
209908	003	TABLET	ORAL	TADALAFIL	TADALAFIL
209908	004	TABLET	ORAL	TADALAFIL	TADALAFIL
209909	001	CAPSULE	ORAL	DUTASTERIDE	DUTASTERIDE
209910	001	TABLET	ORAL	CARBIDOPA	CARBIDOPA
209911	001	INJECTABLE	INJECTION	MAGNESIUM SULFATE IN PLASTIC CONTAINER	MAGNESIUM SULFATE
209911	002	INJECTABLE	INJECTION	MAGNESIUM SULFATE IN PLASTIC CONTAINER	MAGNESIUM SULFATE
209912	001	TABLET	ORAL	ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM
209912	002	TABLET	ORAL	ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM
209912	003	TABLET	ORAL	ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM
209912	004	TABLET	ORAL	ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM
209913	001	SOLUTION	TOPICAL	FLUOCINOLONE ACETONIDE	FLUOCINOLONE ACETONIDE
209914	001	SOLUTION	TOPICAL	CLINDAMYCIN PHOSPHATE	CLINDAMYCIN PHOSPHATE
209916	001	TABLET	ORAL	BUMETANIDE	BUMETANIDE
209916	002	TABLET	ORAL	BUMETANIDE	BUMETANIDE
209916	003	TABLET	ORAL	BUMETANIDE	BUMETANIDE
209919	001	SOLUTION_DROPS	OPHTHALMIC	OLOPATADINE HYDROCHLORIDE	OLOPATADINE HYDROCHLORIDE
209921	001	CAPSULE	ORAL	PENICILLAMINE	PENICILLAMINE
209922	001	TABLET_EXTENDED_RELEASE	ORAL	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
209922	002	TABLET_EXTENDED_RELEASE	ORAL	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
209922	003	TABLET_EXTENDED_RELEASE	ORAL	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
209923	001	TABLET	ORAL	TOFACITINIB	TOFACITINIB
209924	001	TABLET	ORAL	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE
209924	002	TABLET	ORAL	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE
209924	003	TABLET	ORAL	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE
209924	004	TABLET	ORAL	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE
209927	001	GAS	INHALATION	MEDICAL AIR, USP	MEDICAL AIR
209932	001	INJECTABLE	INJECTION	MAGNESIUM SULFATE IN DEXTROSE 5% IN PLASTIC CONTAINER	MAGNESIUM SULFATE
209933	001	SOLUTION	INTRAVENOUS	NEOSTIGMINE METHYLSULFATE	NEOSTIGMINE METHYLSULFATE
209933	002	SOLUTION	INTRAVENOUS	NEOSTIGMINE METHYLSULFATE	NEOSTIGMINE METHYLSULFATE
209934	001	INJECTABLE	IV_INFUSION	LEVETIRACETAM	LEVETIRACETAM
209935	001	TABLET_TABLET	ORAL	KISQALI FEMARA CO-PACK (COPACKAGED)	LETROZOLE; RIBOCICLIB SUCCINATE
209936	001	POWDER	INTRAVENOUS	ALIQOPA	COPANLISIB DIHYDROCHLORIDE
209939	001	TABLET	ORAL	PREVYMIS	LETERMOVIR
209939	002	TABLET	ORAL	PREVYMIS	LETERMOVIR
209940	001	SOLUTION	INTRAVENOUS	PREVYMIS	LETERMOVIR
209940	002	SOLUTION	INTRAVENOUS	PREVYMIS	LETERMOVIR
209942	001	TABLET	ORAL	ALYQ	TADALAFIL
209944	001	TABLET	ORAL	APIXABAN	APIXABAN
209944	002	TABLET	ORAL	APIXABAN	APIXABAN
209949	001	POWDER	IV_INFUSION	DAPTOMYCIN	DAPTOMYCIN
209950	001	TABLET	ORAL	FENOFIBRATE	FENOFIBRATE
209950	002	TABLET	ORAL	FENOFIBRATE	FENOFIBRATE
209951	001	TABLET	ORAL	FENOFIBRATE	FENOFIBRATE
209951	002	TABLET	ORAL	FENOFIBRATE	FENOFIBRATE
209955	001	SOLUTION	ORAL	MEMANTINE HYDROCHLORIDE	MEMANTINE HYDROCHLORIDE
209958	001	TABLET	ORAL	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE
209958	002	TABLET	ORAL	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE
209958	003	TABLET	ORAL	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE
209958	004	TABLET	ORAL	HYDROCODONE BITARTRATE AND ACETAMINOPHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE
209963	001	SOLUTION	NASAL	GOPRELTO	COCAINE HYDROCHLORIDE
209964	001	SOLUTION	ORAL	CORLANOR	IVABRADINE
209965	001	POWDER	INTRAVENOUS	FOSAPREPITANT DIMEGLUMINE	FOSAPREPITANT DIMEGLUMINE
209966	001	TABLET	ORAL	MODAFINIL	MODAFINIL
209966	002	TABLET	ORAL	MODAFINIL	MODAFINIL
209969	001	TABLET	ORAL	DOXYCYCLINE HYCLATE	DOXYCYCLINE HYCLATE
209970	001	CAPSULE_EXTENDED_RELEASE	ORAL	MESALAMINE	MESALAMINE
209971	001	OINTMENT	TOPICAL	ACYCLOVIR	ACYCLOVIR
209973	001	OINTMENT	TOPICAL	DESOXIMETASONE	DESOXIMETASONE
209974	001	CREAM	TOPICAL	CLOBETASOL PROPIONATE	CLOBETASOL PROPIONATE
209975	001	SHAMPOO	TOPICAL	CICLOPIROX	CICLOPIROX
209978	001	OINTMENT	TOPICAL	HALOBETASOL PROPIONATE	HALOBETASOL PROPIONATE
209989	001	GAS	INHALATION	NITROUS OXIDE, USP	NITROUS OXIDE
209990	001	CREAM	TOPICAL	NYSTATIN AND TRIAMCINOLONE ACETONIDE	NYSTATIN; TRIAMCINOLONE ACETONIDE
209993	001	TABLET_EXTENDED_RELEASE	ORAL	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE
209993	002	TABLET_EXTENDED_RELEASE	ORAL	METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE
209995	001	SOLUTION_DROPS	OPHTHALMIC	OLOPATADINE HYDROCHLORIDE	OLOPATADINE HYDROCHLORIDE
209996	001	OINTMENT	TOPICAL	DESONIDE	DESONIDE
209999	001	TABLET	ORAL	AZITHROMYCIN	AZITHROMYCIN
210000	001	TABLET	ORAL	AZITHROMYCIN	AZITHROMYCIN
210001	001	TABLET	ORAL	AZITHROMYCIN	AZITHROMYCIN
210010	001	TABLET	ORAL	RANITIDINE HYDROCHLORIDE	RANITIDINE HYDROCHLORIDE
210010	002	TABLET	ORAL	RANITIDINE HYDROCHLORIDE	RANITIDINE HYDROCHLORIDE
210011	001	TABLET	ORAL	ALBENDAZOLE	ALBENDAZOLE
210012	001	TABLET_EXTENDED_RELEASE	ORAL	NIFEDIPINE	NIFEDIPINE
210012	002	TABLET_EXTENDED_RELEASE	ORAL	NIFEDIPINE	NIFEDIPINE
210012	003	TABLET_EXTENDED_RELEASE	ORAL	NIFEDIPINE	NIFEDIPINE
210013	001	TABLET	ORAL	APIXABAN	APIXABAN
210013	002	TABLET	ORAL	APIXABAN	APIXABAN
210014	001	TABLET_EXTENDED_RELEASE	ORAL	DESVENLAFAXINE SUCCINATE	DESVENLAFAXINE SUCCINATE
210014	002	TABLET_EXTENDED_RELEASE	ORAL	DESVENLAFAXINE SUCCINATE	DESVENLAFAXINE SUCCINATE
210015	001	TABLET_EXTENDED_RELEASE	ORAL	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE
210015	002	TABLET_EXTENDED_RELEASE	ORAL	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE
210017	001	TABLET	ORAL_28	DROSPIRENONE AND ETHINYL ESTRADIOL	DROSPIRENONE; ETHINYL ESTRADIOL
210021	001	CAPSULE	ORAL	TIZANIDINE HYDROCHLORIDE	TIZANIDINE HYDROCHLORIDE
210021	002	CAPSULE	ORAL	TIZANIDINE HYDROCHLORIDE	TIZANIDINE HYDROCHLORIDE
210021	003	CAPSULE	ORAL	TIZANIDINE HYDROCHLORIDE	TIZANIDINE HYDROCHLORIDE
210025	001	SOLUTION	INTRAVENOUS	PHENYLEPHRINE HYDROCHLORIDE	PHENYLEPHRINE HYDROCHLORIDE
210025	002	SOLUTION	INTRAVENOUS	PHENYLEPHRINE HYDROCHLORIDE	PHENYLEPHRINE HYDROCHLORIDE
210025	003	SOLUTION	INTRAVENOUS	PHENYLEPHRINE HYDROCHLORIDE	PHENYLEPHRINE HYDROCHLORIDE
210028	001	TABLET	ORAL	ATENOLOL AND CHLORTHALIDONE	ATENOLOL; CHLORTHALIDONE
210028	002	TABLET	ORAL	ATENOLOL AND CHLORTHALIDONE	ATENOLOL; CHLORTHALIDONE
210034	001	CREAM	TOPICAL	CLOBETASOL PROPIONATE	CLOBETASOL PROPIONATE
210039	001	SUSPENSION	ORAL	CLOBAZAM	CLOBAZAM
210040	001	TABLET	ORAL	METHOTREXATE SODIUM	METHOTREXATE SODIUM
210041	001	SOLUTION	ORAL	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
210041	002	SOLUTION	ORAL	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
210043	001	INJECTABLE	INJECTION	METHYLPREDNISOLONE ACETATE	METHYLPREDNISOLONE ACETATE
210043	002	INJECTABLE	INJECTION	METHYLPREDNISOLONE ACETATE	METHYLPREDNISOLONE ACETATE
210044	001	INJECTABLE	INTRAMUSCULAR	FULVESTRANT	FULVESTRANT
210045	001	TABLET	ORAL	CONSENSI	AMLODIPINE BESYLATE; CELECOXIB
210045	002	TABLET	ORAL	CONSENSI	AMLODIPINE BESYLATE; CELECOXIB
210045	003	TABLET	ORAL	CONSENSI	AMLODIPINE BESYLATE; CELECOXIB
210046	001	INJECTABLE	INJECTION	CYCLOPHOSPHAMIDE	CYCLOPHOSPHAMIDE
210046	002	INJECTABLE	INJECTION	CYCLOPHOSPHAMIDE	CYCLOPHOSPHAMIDE
210046	003	INJECTABLE	INJECTION	CYCLOPHOSPHAMIDE	CYCLOPHOSPHAMIDE
210051	001	SOLUTION	INTRAVENOUS	NEOSTIGMINE METHYLSULFATE	NEOSTIGMINE METHYLSULFATE
210051	002	SOLUTION	INTRAVENOUS	NEOSTIGMINE METHYLSULFATE	NEOSTIGMINE METHYLSULFATE
210052	001	TABLET_EXTENDED_RELEASE	ORAL	CLONIDINE HYDROCHLORIDE	CLONIDINE HYDROCHLORIDE
210054	001	TABLET_EXTENDED_RELEASE	ORAL	RANOLAZINE	RANOLAZINE
210054	002	TABLET_EXTENDED_RELEASE	ORAL	RANOLAZINE	RANOLAZINE
210058	001	TABLET	ORAL	AMBRISENTAN	AMBRISENTAN
210058	002	TABLET	ORAL	AMBRISENTAN	AMBRISENTAN
210059	001	TABLET	ORAL	DEXTROAMPHETAMINE SULFATE	DEXTROAMPHETAMINE SULFATE
210059	002	TABLET	ORAL	DEXTROAMPHETAMINE SULFATE	DEXTROAMPHETAMINE SULFATE
210064	001	INJECTABLE	INJECTION	FOSAPREPITANT	FOSAPREPITANT
210069	001	TABLET	ORAL	TADALAFIL	TADALAFIL
210069	002	TABLET	ORAL	TADALAFIL	TADALAFIL
210069	003	TABLET	ORAL	TADALAFIL	TADALAFIL
210069	004	TABLET	ORAL	TADALAFIL	TADALAFIL
210070	001	TABLET_DELAYED_RELEASE	ORAL	OMEPRAZOLE	OMEPRAZOLE
210071	001	CAPSULE	ORAL	CELECOXIB	CELECOXIB
210071	002	CAPSULE	ORAL	CELECOXIB	CELECOXIB
210071	003	CAPSULE	ORAL	CELECOXIB	CELECOXIB
210072	001	INJECTABLE	INJECTION	DOCETAXEL	DOCETAXEL
210077	001	OINTMENT	TOPICAL	NYSTATIN AND TRIAMCINOLONE ACETONIDE	NYSTATIN; TRIAMCINOLONE ACETONIDE
210079	001	TABLET	ORAL	OXYCODONE AND ACETAMINOPHEN	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
210079	002	TABLET	ORAL	OXYCODONE AND ACETAMINOPHEN	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
210079	003	TABLET	ORAL	OXYCODONE AND ACETAMINOPHEN	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
210079	004	TABLET	ORAL	OXYCODONE AND ACETAMINOPHEN	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
210080	001	CAPSULE_EXTENDED_RELEASE	ORAL	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	AMPHETAMINE ASPARTATE;AMPHETAMINE SULFATE;DEXTROAMPHETAMINE SACCHARATE;DEXTROAMPHETAMINE SULFATE
210080	002	CAPSULE_EXTENDED_RELEASE	ORAL	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	AMPHETAMINE ASPARTATE;AMPHETAMINE SULFATE;DEXTROAMPHETAMINE SACCHARATE;DEXTROAMPHETAMINE SULFATE
210080	003	CAPSULE_EXTENDED_RELEASE	ORAL	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	AMPHETAMINE ASPARTATE;AMPHETAMINE SULFATE;DEXTROAMPHETAMINE SACCHARATE;DEXTROAMPHETAMINE SULFATE
210080	004	CAPSULE_EXTENDED_RELEASE	ORAL	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	AMPHETAMINE ASPARTATE;AMPHETAMINE SULFATE;DEXTROAMPHETAMINE SACCHARATE;DEXTROAMPHETAMINE SULFATE
210080	005	CAPSULE_EXTENDED_RELEASE	ORAL	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	AMPHETAMINE ASPARTATE;AMPHETAMINE SULFATE;DEXTROAMPHETAMINE SACCHARATE;DEXTROAMPHETAMINE SULFATE
210080	006	CAPSULE_EXTENDED_RELEASE	ORAL	AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	AMPHETAMINE ASPARTATE;AMPHETAMINE SULFATE;DEXTROAMPHETAMINE SACCHARATE;DEXTROAMPHETAMINE SULFATE
210081	001	TABLET_EXTENDED_RELEASE	ORAL	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE
210081	002	TABLET_EXTENDED_RELEASE	ORAL	BUPROPION HYDROCHLORIDE	BUPROPION HYDROCHLORIDE
210086	001	TABLET	ORAL	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
210086	002	TABLET	ORAL	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE HYDROCHLORIDE
